LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,CD
4078,HONOLULU,HI,96822,812111.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/09/2020,Central Pacific Bank,HI-01
12500,HONOLULU,HI,96825,236118.0,Limited  Liability Company(LLC),Unknown,,Unanswered,,04/15/2020,Bank of Hawaii,HI-01
17232,WAILUKU,HI,96793,236118.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,04/27/2020,Bank of Hawaii,HI-02
9506,PEPEEKEO,HI,96783,541213.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,05/09/2020,"Kabbage, Inc.",HI-02
53600,HONOLULU,HI,96816,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,04/28/2020,"American Savings Bank, FSB(First State Bank)",HI-01
20833,HONOLULU,HI,96816,531311.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,3.0,05/21/2020,FIRST HAWAIIAN BANK,HI-01
15000,LIHUE,HI,96766,562998.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,04/10/2020,Gather FCU,HI-02
32785,KAPAA,HI,96746,713940.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,04/14/2020,Bank of Hawaii,HI-02
4535,HAWI,HI,96719,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,05/10/2020,Hawaii Community FCU,HI-02
85500,HONOLULU,HI,96826,722513.0,Corporation,Unknown,,Unanswered,12.0,04/06/2020,"ASB, FSB",HI-01
41485,HAIKU,HI,96708,314120.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,2.0,04/27/2020,Bank of Hawaii,HI-02
24375,EWA BEACH,HI,96706,524210.0,Subchapter S Corporation,Unknown,Unanswered,Unanswered,4.0,2020-04-30,FIRST HAWAIIAN BANK,HI-01
20800,PUKALANI,HI,96788,722310.0,Self-Employed Individuals,Unanswered,Unanswered,Non-Veteran,1.0,05/20/2020,"American Savings Bank, FSB(First State Bank)",HI-02
5900,HONOLULU,HI,96817,561510.0,Corporation,Asian,Male Owned,Non-Veteran,3.0,2020-04-30,Hawaii National Bank.,HI-01
26247.5,KULA,HI,96790,541410.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,3.0,05/01/2020,FIRST HAWAIIAN BANK,HI-02
39200,HONOLULU,HI,96816,621210.0,Corporation,Unknown,,Unanswered,4.0,04/07/2020,FIRST HAWAIIAN BANK,HI-01
2500,HONOLULU,HI,96816,541921.0,Corporation,Unknown,,Unanswered,0.0,06/10/2020,Central Pacific Bank,HI-01
4800,HONOLULU,HI,96821,541219.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0.0,05/06/2020,Central Pacific Bank,HI-01
19220,KAILUA KONA,HI,96734,611430.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
1000,HONOLULU,HI,96816,445299.0,Independent Contractors,Unanswered,Unanswered,Unanswered,0.0,06/27/2020,Celtic Bank Corporation,HI-01
31600,HONOLULU,HI,96815,451130.0,Sole Proprietorship,Asian,Male Owned,Unanswered,2.0,04/29/2020,"American Savings Bank, FSB",HI-01
7142,HONOLULU,HI,96817,448150.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,06/05/2020,WebBank,HI-01
44400,HONOLULU,HI,96848,813410.0,Non-Profit Organization,Unknown,,Unanswered,1.0,05/06/2020,"American Savings Bank, FSB(First State Bank)",HI-01
2140,WAIPAHU,HI,96797,711310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/03/2020,Bank of Hawaii,HI-01
12000,HAWI,HI,96719,453220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,4.0,04/10/2020,"American Savings Bank, FSB(First State Bank)",HI-02
16300,WAIANAE,HI,96792,445110.0,Corporation,Unanswered,Unanswered,Unanswered,5.0,04/07/2020,Central Pacific Bank,HI-02
21400,HONOLULU,HI,96817,236115.0,Corporation,Unknown,,Unanswered,0.0,05/03/2020,"American Savings Bank, FSB(First State Bank)",HI-01
77400,HONOLULU,HI,96817,561520.0,Limited  Liability Company(LLC),Unknown,,Unanswered,9.0,04/07/2020,FIRST HAWAIIAN BANK,HI-01
9500,KAUNAKAKAI,HI,96748,531312.0,Partnership,Unanswered,Unanswered,Unanswered,9.0,04/15/2020,Central Pacific Bank,HI-02
16800,KAMUELA,HI,96743,238320.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,5.0,05/07/2020,"American Savings Bank, FSB(First State Bank)",HI-02
21875,KULA,HI,96790,523930.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,04/11/2020,Bank of Hawaii,HI-02
5400,HONOLULU,HI,96817,722513.0,Sole Proprietorship,Unknown,,Unanswered,1.0,05/01/2020,"American Savings Bank, FSB(First State Bank)",HI-01
1200,KILAUEA,HI,96754,561720.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,04/10/2020,FIRST HAWAIIAN BANK,HI-02
20410,MILILANI,HI,96789,812990.0,Independent Contractors,Unanswered,Unanswered,Unanswered,1.0,06/25/2020,WebBank,HI-01
20625,HONOLULU,HI,96813,722511.0,Subchapter S Corporation,Unknown,,Unanswered,9.0,04/27/2020,FIRST HAWAIIAN BANK,HI-01
9800,WAIANAE,HI,96792,532111.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,Central Pacific Bank,HI-02
40250,PRINCEVILLE,HI,96722,812990.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,2.0,05/01/2020,WebBank,HI-02
41700,HALEIWA,HI,96712,713990.0,Corporation,Unanswered,Unanswered,Unanswered,7.0,04/07/2020,"American Savings Bank, FSB(First State Bank)",HI-02
54165,HONOLULU,HI,96816,541110.0,Limited  Liability Company(LLC),Unknown,,Unanswered,,04/10/2020,Bank of Hawaii,HI-01
25162,KEAAU,HI,96749,722513.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,7.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
35200,KAHULUI,HI,96732,813110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,22.0,04/09/2020,Central Pacific Bank,HI-02
30800,HONOLULU,HI,96813,541511.0,Corporation,Unknown,,Unanswered,2.0,04/09/2020,FIRST HAWAIIAN BANK,HI-01
23615,HAIKU,HI,96708,236115.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,3.0,04/27/2020,Bank of Hawaii,HI-02
62500,HONOLULU,HI,96815,923130.0,Non-Profit Organization,Unknown,,Unanswered,3.0,04/05/2020,Bank of Hawaii,HI-01
108500,KAPOLEI,HI,96707,321911.0,Corporation,Unanswered,Unanswered,Unanswered,9.0,04/03/2020,"American Savings Bank, FSB(First State Bank)",HI-02
127800,KAILUA KONA,HI,96734,621111.0,Corporation,Unanswered,Unanswered,Unanswered,9.0,04/08/2020,Central Pacific Bank,HI-02
45200,HONOLULU,HI,96814,339114.0,Limited  Liability Company(LLC),Unknown,,Unanswered,2.0,04/08/2020,Central Pacific Bank,HI-01
75700,HONOLULU,HI,96814,561499.0,Corporation,Unknown,,Unanswered,3.0,04/03/2020,"American Savings Bank, FSB(First State Bank)",HI-01
13280,KANEOHE,HI,96744,311811.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-02
2225,KUALAPUU,HI,96757,541219.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,05/16/2020,Bank of Hawaii,HI-02
95061,KEALAKEKUA,HI,96750,112910.0,Corporation,White,Male Owned,Non-Veteran,,06/02/2020,Bank of Hawaii,HI-02
23501,HILO,HI,96721,236115.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,10.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
14600,HONOLULU,HI,96817,611620.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,05/01/2020,FIRST HAWAIIAN BANK,HI-01
10000,WAIPAHU,HI,96797,323111.0,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,3.0,04/10/2020,Central Pacific Bank,HI-01
20240,HILO,HI,96720,541618.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,2.0,2020-04-30,FIRST HAWAIIAN BANK,HI-02
8105,HONOLULU,HI,96817,812990.0,Limited  Liability Company(LLC),Unanswered,Female,Unanswered,1.0,04/28/2020,HawaiiUSA FCU,HI-01
7521,HONOLULU,HI,96816,561110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/19/2020,FIRST HAWAIIAN BANK,HI-01
20832,KAILUA KONA,HI,96740,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/07/2020,Bank of Hawaii,HI-02
10000,HILO,HI,96721,111336.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,04/16/2020,Bank of Hawaii,HI-02
51875,WAIANAE,HI,96792,541110.0,Corporation,Unanswered,Unanswered,Unanswered,6.0,04/27/2020,Bank of Hawaii,HI-02
33000,LIHUE,HI,96766,453110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,04/13/2020,Kaua'i Government Employees' FCU;,HI-02
41300,PEARL CITY,HI,96782,561990.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,4.0,04/28/2020,"American Savings Bank, FSB(First State Bank)",HI-01
5300,MAKAWAO,HI,96768,531210.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,05/03/2020,"American Savings Bank, FSB(First State Bank)",HI-02
55710,HONOLULU,HI,96817,447110.0,Subchapter S Corporation,Unknown,,Unanswered,14.0,04/07/2020,Bank of Hawaii,HI-01
119800,LAHAINA,HI,96761,323113.0,Corporation,White,Male Owned,Non-Veteran,16.0,04/09/2020,Central Pacific Bank,HI-02
6012,HILO,HI,96720,442299.0,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,3.0,04/28/2020,FIRST HAWAIIAN BANK,HI-02
58046,HONOLULU,HI,96817,424490.0,Corporation,Unknown,,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-01
4300,HONOLULU,HI,96813,999990.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-01
5400,HONOLULU,HI,96813,722511.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-01
8432,KANEOHE,HI,96744,561720.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,5.0,05/05/2020,WebBank,HI-02
17500,HILO,HI,96720,621112.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,04/15/2020,"American Savings Bank, FSB(First State Bank)",HI-02
7200,KEAAU,HI,96749,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/12/2020,"American Savings Bank, FSB(First State Bank)",HI-02
15000,PEARL CITY,HI,96782,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/26/2020,Central Pacific Bank,HI-01
27200,HONOLULU,HI,96826,541490.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/05/2020,"ASB, FSB",HI-01
24000,HONOLULU,HI,96819,811310.0,Corporation,Unanswered,Male Owned;,Non-Veteran,,04/15/2020,Central Pacific Bank,HI-01
2535,HILO,HI,96720,624410.0,Sole Proprietorship,Unanswered,Female Owned,Unanswered,1.0,06/04/2020,HawaiiUSA FCU,HI-02
2923.05,HONOLULU,HI,96814,812113.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/20/2020,Celtic Bank Corporation,HI-01
13092,HONOLULU,HI,96837,541990.0,Limited  Liability Company(LLC),Unknown,,Unanswered,,06/19/2020,Bank of Hawaii,HI-01
11660,KILAUEA,HI,96754,236115.0,Corporation,Unanswered,Unanswered,Unanswered,3.0,04/27/2020,Bank of Hawaii,HI-02
8100,KIHEI,HI,96753,561520.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,04/10/2020,Central Pacific Bank,HI-02
51262.5,HONOLULU,HI,96819,541519.0,Corporation,Unanswered,Unanswered,Unanswered,4.0,04/27/2020,FIRST HAWAIIAN BANK,HI-01
47500,EWA BEACH,HI,96706,337110.0,Subchapter S Corporation,Unknown,Unanswered,Unanswered,4.0,04/16/2020,Central Pacific Bank,HI-01
2115,HONOLULU,HI,96819,561520.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,05/07/2020,Bank of Hawaii,HI-01
4167,LAHAINA,HI,96761,237990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,05/12/2020,Bank of Hawaii,HI-02
64600,HONOLULU,HI,96813,541213.0,Limited  Liability Company(LLC),Asian,Female,Non-Veteran,5.0,04/05/2020,"ASB, FSB",HI-01
14233,KAHULUI,HI,96732,238350.0,Corporation,Unanswered,Unanswered,Unanswered,0.0,05/04/2020,Central Pacific Bank,HI-02
24455,KIHEI,HI,96753,531320.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,04/06/2020,Bank of Hawaii,HI-02
27400,KILAUEA,HI,96754,453220.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,3.0,04/05/2020,Central Pacific Bank,HI-02
10297,HANALEI,HI,96714,721199.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/01/2020,"BOA, National Association",HI-02
90695,KIHEI,HI,96753,339113.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,7.0,04/28/2020,Intuit Financing Inc.,HI-02
33500,HONOLULU,HI,96817,722515.0,Corporation,Unknown,,Unanswered,4.0,04/29/2020,FIRST HAWAIIAN BANK,HI-01
38900,HONOLULU,HI,96814,813110.0,Non-Profit Organization,Unknown,,Unanswered,5.0,04/12/2020,"American Savings Bank, FSB(First State Bank)",HI-01
27740,WAILUKU,HI,96793,722330.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,HI-02
5000,HONOLULU,HI,96818,315210.0,Sole Proprietorship,Unknown,,Unanswered,0.0,05/11/2020,Central Pacific Bank,HI-01
84600,KAPAA,HI,96746,562111.0,Corporation,Unanswered,Unanswered,Unanswered,12.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-02
9797,HONOLULU,HI,96817,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,2.0,2020-04-30,FIRST HAWAIIAN BANK,HI-01
33500,HONOLULU,HI,96817,621111.0,Corporation,Asian,Male Owned;,Non-Veteran,3.0,2020-04-30,FIRST HAWAIIAN BANK,HI-01
4200,MAKAWAO,HI,96768,624410.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,04/28/2020,"American Savings Bank, FSB(First State Bank)",HI-02
24000,AIEA,HI,96701,424990.0,Corporation,Unanswered,Unanswered,Unanswered,3.0,05/08/2020,"American Savings Bank, FSB(First State Bank)",HI-01
6800,HONOLULU,HI,96821,444190.0,Corporation,Unknown,,Unanswered,1.0,04/05/2020,"ASB, FSB",HI-01
6250,HONOLULU,HI,96813,561990.0,Corporation,Unanswered,Unanswered,Unanswered,0.0,05/07/2020,Central Pacific Bank,HI-01
8000,MILILANI,HI,96789,813110.0,Professional Association,Asian,Male Owned,Unanswered,2.0,04/28/2020,Ohana Pacific Bank,HI-01
63600,HONOLULU,HI,96813,541110.0,Corporation,Unknown,,Unanswered,3.0,04/28/2020,Central Pacific Bank,HI-01
13300,HONOLULU,HI,96813,541213.0,Corporation,Unknown,,Unanswered,4.0,04/03/2020,Central Pacific Bank,HI-01
8625,HONOLULU,HI,96821,722513.0,Limited  Liability Company(LLC),Unknown,,Unanswered,4.0,04/27/2020,Bank of Hawaii,HI-01
111500,AIEA,HI,96701,813211.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,18.0,04/11/2020,Central Pacific Bank,HI-01
93750,LIHUE,HI,96766,621111.0,Corporation,Unanswered,Unanswered,Unanswered,5.0,04/27/2020,Bank of Hawaii,HI-02
17800,HONOLULU,HI,96822,541618.0,Self-Employed Individuals,Unanswered,Male Owned,Non-Veteran,,04/16/2020,Central Pacific Bank,HI-01
38982.5,HONOLULU,HI,96814,487110.0,Corporation,Unknown,,Unanswered,10.0,2020-04-30,FIRST HAWAIIAN BANK,HI-01
22400,HONOLULU,HI,96819,323113.0,Limited  Liability Company(LLC),Unknown,,Unanswered,2.0,04/04/2020,"American Savings Bank, FSB(First State Bank)",HI-01
5300,HONOLULU,HI,96816,999990.0,Limited  Liability Company(LLC),Unknown,,Unanswered,1.0,04/28/2020,Central Pacific Bank,HI-01
70200,LIHUE,HI,96766,444190.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,04/13/2020,Bank of Hawaii,HI-02
24692.5,HILO,HI,96720,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,8.0,04/28/2020,FIRST HAWAIIAN BANK,HI-02
48750,HILO,HI,96720,238210.0,Corporation,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Central Pacific Bank,HI-02
7852.55,WAILUKU,HI,96793,442299.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/06/2020,Celtic Bank Corporation,HI-02
92900,WAIPAHU,HI,96797,621111.0,Corporation,Unanswered,Unanswered,Unanswered,6.0,04/15/2020,FIRST HAWAIIAN BANK,HI-01
139600,PUUNENE,HI,96784,481211.0,Corporation,Unanswered,Unanswered,Unanswered,7.0,04/11/2020,1st Source Bank,HI-02
8100,KAILUA KONA,HI,96734,531390.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-02
95900,HONOLULU,HI,96816,624190.0,Non-Profit Organization,Unknown,,Unanswered,8.0,04/05/2020,Bank of Hawaii,HI-01
37900,HONOLULU,HI,96813,424990.0,Limited  Liability Company(LLC),Unknown,,Unanswered,6.0,04/05/2020,"ASB, FSB",HI-01
16032,HONOLULU,HI,96818,561720.0,Subchapter S Corporation,Unknown,,Unanswered,,06/10/2020,Bank of Hawaii,HI-01
32500,WAIALUA,HI,96791,314999.0,Corporation,Unanswered,Unanswered,Unanswered,,04/12/2020,Bank of Hawaii,HI-02
9400,LAHAINA,HI,96761,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/08/2020,"American Savings Bank, FSB(First State Bank)",HI-02
7912,WAILUKU,HI,96793,236118.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/12/2020,Bank of Hawaii,HI-02
16875,LAHAINA,HI,96761,999990.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,1.0,05/03/2020,Cross River Bank,HI-02
2995,HONOLULU,HI,96814,722511.0,Subchapter S Corporation,Unknown,,Unanswered,2.0,06/05/2020,FIRST HAWAIIAN BANK,HI-01
20000,HONOLULU,HI,96813,541211.0,Corporation,Unknown,,Unanswered,4.0,04/06/2020,Central Pacific Bank,HI-01
133700,HONOLULU,HI,96814,424910.0,Corporation,Unknown,,Unanswered,13.0,04/03/2020,"American Savings Bank, FSB(First State Bank)",HI-01
6659,KILAUEA,HI,96754,541320.0,Corporation,Unanswered,Unanswered,Unanswered,3.0,04/27/2020,FIRST HAWAIIAN BANK,HI-02
21400,HONOLULU,HI,96825,722513.0,Corporation,Unanswered,Unanswered,Non-Veteran,3.0,05/05/2020,Hawaii National Bank.,HI-01
20800,HONOLULU,HI,96825,541990.0,Limited  Liability Company(LLC),Unanswered,Male Owned;,Unanswered,1.0,04/04/2020,BankVista,HI-01
29500,LIHUE,HI,96766,541211.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,3.0,04/07/2020,Central Pacific Bank,HI-02
35695,HONOLULU,HI,96814,339910.0,Corporation,Unknown,,Unanswered,3.0,04/28/2020,FIRST HAWAIIAN BANK,HI-01
28000,HONOLULU,HI,96815,531210.0,Limited  Liability Company(LLC),Unanswered,Female,Unanswered,16.0,04/05/2020,Central Pacific Bank,HI-01
40200,HONOLULU,HI,96814,722515.0,Limited  Liability Company(LLC),Unknown,,Unanswered,3.0,04/16/2020,Central Pacific Bank,HI-01
58300,KAILUA KONA,HI,96734,523930.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,3.0,04/14/2020,FIRST HAWAIIAN BANK,HI-02
52600,HONOLULU,HI,96813,561110.0,Corporation,Hispanic,Male Owned;,Non-Veteran,4.0,04/05/2020,Central Pacific Bank,HI-01
72092,KAMUELA,HI,96743,447110.0,Corporation,Unanswered,Unanswered,Unanswered,11.0,04/27/2020,Bank of Hawaii,HI-02
8202,KAILUA KONA,HI,96734,541219.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,04/27/2020,Bank of Hawaii,HI-02
43800,WAIPAHU,HI,96797,713940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,12.0,04/11/2020,Central Pacific Bank,HI-01
1923.57,KAILUA KONA,HI,96740,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,0.0,05/23/2020,Celtic Bank Corporation,HI-02
29375,KULA,HI,96790,561790.0,Corporation,Unanswered,Unanswered,Unanswered,5.0,04/27/2020,Bank of Hawaii,HI-02
29100,HONOLULU,HI,96813,621111.0,Corporation,Unknown,,Unanswered,3.0,04/11/2020,Central Pacific Bank,HI-01
65700,MILILANI,HI,96789,335121.0,Corporation,Unanswered,Unanswered,Unanswered,8.0,04/10/2020,"American Savings Bank, FSB(First State Bank)",HI-01
20000,KAILUA KONA,HI,96734,722511.0,Corporation,Unanswered,Unanswered,Unanswered,5.0,05/05/2020,"American Savings Bank, FSB(First State Bank)",HI-02
53400,HONOLULU,HI,96821,999990.0,Limited  Liability Company(LLC),Unknown,,Unanswered,10.0,04/04/2020,Central Pacific Bank,HI-01
82500,KAHULUI,HI,96732,611110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,20.0,04/07/2020,FIRST BANK OF OWASSO,HI-02
8506,HONOLULU,HI,96825,531210.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,1.0,07/15/2020,"Kabbage, Inc.",HI-01
15000,WAIPAHU,HI,96797,445120.0,Corporation,Asian,Male Owned,Non-Veteran,2.0,04/10/2020,Ohana Pacific Bank,HI-01
3109,HONOLULU,HI,96818,485310.0,Self-Employed Individuals,Unknown,,Unanswered,1.0,05/08/2020,"Kabbage, Inc.",HI-01
12200,KAILUA KONA,HI,96734,621210.0,Corporation,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB(First State Bank)",HI-02
11300,KAILUA KONA,HI,96734,541921.0,Sole Proprietorship,White,Male Owned,Unanswered,1.0,05/06/2020,Hawaii National Bank.,HI-02
7952.5,KAILUA KONA,HI,96740,487210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,1.0,08/01/2020,Hawaii Community FCU,HI-02
69300,HONOLULU,HI,96813,722310.0,Corporation,Unknown,,Unanswered,13.0,04/03/2020,FIRST HAWAIIAN BANK,HI-01
87100,OCEAN VIEW,HI,96737,238210.0,Corporation,Unanswered,Unanswered,Unanswered,8.0,04/28/2020,FIRST HAWAIIAN BANK,HI-02
74900,WAILUKU,HI,96793,238210.0,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,9.0,05/11/2020,Hawaii National Bank.,HI-02
90900,HILO,HI,96720,621340.0,Corporation,Asian,Female Owned,Non-Veteran,9.0,04/14/2020,Hawaii National Bank.,HI-02
20800,KANEOHE,HI,96744,812910.0,Sole Proprietorship,Unanswered,Male Owned,Veteran,5.0,04/29/2020,"American Savings Bank, FSB",HI-02
32500,HONOLULU,HI,96816,551114.0,Corporation,Unknown,,Unanswered,1.0,04/07/2020,FIRST HAWAIIAN BANK,HI-01
84947,WAIKOLOA,HI,96738,524114.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,20.0,2020-04-30,Cross River Bank,HI-02
27200,HONOLULU,HI,96817,621112.0,Corporation,Unknown,,Unanswered,0.0,04/05/2020,"ASB, FSB",HI-01
4200,HONOLULU,HI,96814,531210.0,Corporation,Unknown,,Unanswered,1.0,04/28/2020,"American Savings Bank, FSB(First State Bank)",HI-01
13750,PEARL CITY,HI,96782,511210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,04/08/2020,Bank of Hawaii,HI-01
70000,LAHAINA,HI,96761,621111.0,Corporation,Unanswered,Unanswered,Unanswered,2.0,04/07/2020,Central Pacific Bank,HI-02
1500,KANEOHE,HI,96744,453220.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,1.0,04/29/2020,Central Pacific Bank,HI-02
26500,KAILUA KONA,HI,96740,611620.0,Corporation,Unanswered,Unanswered,Non-Veteran,3.0,2020-04-30,Seacoast Commerce Bank,HI-02
7428,HONOLULU,HI,96815,485310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/15/2020,Cross River Bank,HI-01
8300,KIHEI,HI,96753,621340.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,2.0,05/14/2020,"American Savings Bank, FSB(First State Bank)",HI-02
2109,HONOLULU,HI,96813,453110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,06/15/2020,FIRST HAWAIIAN BANK,HI-01
44407,MAKAWAO,HI,96768,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,,04/28/2020,Bank of Hawaii,HI-02
56690,EWA BEACH,HI,96706,238220.0,Limited  Liability Company(LLC),Unknown,Female Owned,Non-Veteran,6.0,04/27/2020,Bank of Hawaii,HI-01
84600,EWA BEACH,HI,96706,621210.0,Limited  Liability Company(LLC),Unknown,Unanswered,Unanswered,14.0,04/28/2020,Central Pacific Bank,HI-01
56652.5,KAILUA KONA,HI,96734,446199.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,3.0,04/15/2020,FIRST HAWAIIAN BANK,HI-02
1800,HONOLULU,HI,96821,812112.0,Sole Proprietorship,Unknown,,Unanswered,1.0,04/16/2020,Central Pacific Bank,HI-01
35530,HILO,HI,96720,621210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,04/15/2020,Bank of Hawaii,HI-02
7200,HONOLULU,HI,96816,722410.0,Limited  Liability Company(LLC),Unknown,,Unanswered,2.0,04/12/2020,Central Pacific Bank,HI-01
15700,CAPTAIN COOK,HI,96704,238350.0,Subchapter S Corporation,Unknown,Unanswered,Unanswered,3.0,04/11/2020,"American Savings Bank, FSB(First State Bank)",HI-02
24817,HONOLULU,HI,96816,423940.0,Corporation,Unknown,,Unanswered,5.0,05/19/2020,Bank of Hawaii,HI-01
20900,HONOLULU,HI,96814,999990.0,Independent Contractors,Unknown,,Unanswered,1.0,04/28/2020,Central Pacific Bank,HI-01
66805,KAHULUI,HI,96732,311352.0,Corporation,Unanswered,Unanswered,Unanswered,7.0,04/07/2020,Bank of Hawaii,HI-02
33300,AIEA,HI,96701,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,5.0,04/10/2020,Ohana Pacific Bank,HI-01
20832,KIHEI,HI,96753,812990.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,05/21/2020,Celtic Bank Corporation,HI-02
28100,WAIPAHU,HI,96797,621210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,3.0,04/06/2020,"ASB, FSB",HI-01
2514.46,HONOLULU,HI,96813,485310.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,0.0,05/13/2020,Celtic Bank Corporation,HI-01
7402.7,KAPAA,HI,96746,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,1.0,05/11/2020,Kaua'i Government Employees' FCU;,HI-02
