LoanAmount,City,State,Zip,NAICSCode,BusinessType,NonProfit,RaceEthnicity,Gender,Veteran,JobsReported,DateApproved,Lender,Lender 1,Lender 2,CD
31225.0,Kunia,HI,96759,813910.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,4.0,04/28/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
72100.0,Hilo,HI,96720,541211.0,Partnership,,Unanswered,Unanswered,Unanswered,4.0,06/25/2020,Hawaii National Bank.,Hawaii National Bank,,HI-02
25800.0,Lihue,HI,96766,813110.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,4.0,04/29/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
5900.0,Honolulu,HI,96816,711510.0,Corporation,,White,Male Owned,Unanswered,2.0,04/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
26200.0,Aiea,HI,96701,621111.0,Self-Employed Individuals,,Unanswered,Unanswered,Unanswered,2.0,04/07/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
3750.0,Kula,HI,96790,115112.0,Corporation,,Unanswered,Unanswered,Unanswered,2.0,04/12/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
21000.0,Wahiawa,HI,96786,621210.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,5.0,04/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
60757.5,Honolulu,HI,96819,541940.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,5.0,05/01/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
73100.0,Honolulu,HI,96817,541613.0,Limited Liability Company(LLC),,Unanswered,Male Owned,Non-Veteran,3.0,04/09/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
69100.0,Waianae,HI,96792,621210.0,Corporation,,Unanswered,Unanswered,Unanswered,5.0,04/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
10600.0,Honolulu,HI,96814,448150.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,6.0,04/14/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
109400.0,Mountain View,HI,96771,111422.0,Corporation,,Unanswered,Unanswered,Unanswered,21.0,04/07/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
2500.0,Honolulu,HI,96816,812199.0,Limited Liability Company(LLC),,Black or African American,Female Owned,Unanswered,1.0,04/12/2020,HawaiiUSA FCU,HawaiiUSA FCU,,HI-01
2500.0,Honolulu,HI,96821,238350.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
7250.0,Hilo,HI,96720,531210.0,Limited Liability Company(LLC),,Unanswered,Female Owned,Non-Veteran,0.0,05/01/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
6250.0,Honolulu,HI,96819,485320.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,05/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
275.0,Waianae,HI,96792,531210.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,04/28/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
34400.0,Honolulu,HI,96826,722515.0,Limited Liability Company(LLC),,Asian,Female Owned,Non-Veteran,12.0,05/05/2020,Hawaii National Bank.,Hawaii National Bank,,HI-01
20800.0,Honolulu,HI,96819,541110.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,4.0,04/10/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
20800.0,Kailua Kona,HI,96740,531210.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,04/12/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
20832.0,Wailuku,HI,96793,531210.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/05/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
15000.0,Honolulu,HI,96822,522130.0,Sole Proprietorship,,Unanswered,Male Owned,Non-Veteran,1.0,04/28/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
98582.0,Honolulu,HI,96819,484110.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,6.0,04/28/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
29553.7,Kailua Kona,HI,96740,621210.0,Subchapter S Corporation,,Unanswered,Male Owned,Unanswered,6.0,06/15/2020,"TIAA Bank, A Division of",TIAA Bank,A Division of,HI-02
99300.0,Honolulu,HI,96825,722511.0,Limited Liability Company(LLC),,Unanswered,Male Owned,Unanswered,20.0,04/06/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
44700.0,Honolulu,HI,96816,515112.0,Sole Proprietorship,,Unanswered,Male Owned,Non-Veteran,4.0,04/13/2020,"Readycap Lending, LLC",Readycap Lending,LLC,HI-01
12100.0,Honolulu,HI,96816,531210.0,Self-Employed Individuals,,Unanswered,Unanswered,Unanswered,0.0,06/02/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
6019.0,Kailua Kona,HI,96745,561720.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,05/11/2020,"Kabbage, Inc.",Kabbage,Inc.,HI-02
6422.0,Waianae,HI,96792,236115.0,Corporation,,Unanswered,Male Owned,Non-Veteran,0.0,2020-04-30,Central Pacific Bank,Central Pacific Bank,,HI-02
19400.0,Honolulu,HI,96821,531210.0,Sole Proprietorship,,Asian,Female Owned,Non-Veteran,1.0,2020-06-29,Ohana Pacific Bank,Ohana Pacific Bank,,HI-01
5000.0,Aiea,HI,96701,722511.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/10/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
1500.0,Honolulu,HI,96822,531210.0,Corporation,,White,Male Owned,Non-Veteran,1.0,04/10/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
7700.0,Honolulu,HI,96816,485310.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
12500.0,Honolulu,HI,96817,524210.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/10/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
2500.0,Honolulu,HI,96815,541310.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,Central Pacific Bank,,HI-01
18209.0,Kailua Kona,HI,96740,621111.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/28/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
8425.0,Princeville,HI,96722,621330.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,,05/06/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
69200.0,Honolulu,HI,96822,236115.0,Corporation,,Unanswered,Unanswered,Unanswered,4.0,04/15/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
19700.0,Pahoa,HI,96778,722513.0,Corporation,,Unanswered,Unanswered,Unanswered,0.0,05/02/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
29745.0,Makawao,HI,96768,611519.0,Corporation,,Unanswered,Unanswered,Unanswered,3.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
13200.0,Honolulu,HI,96814,812112.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,0.0,05/13/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
6700.0,Kahului,HI,96732,561720.0,Limited Liability Company(LLC),,Unanswered,Male Owned,Unanswered,1.0,05/03/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
33800.0,Kailua Kona,HI,96734,238210.0,Sole Proprietorship,,White,Male Owned,Non-Veteran,6.0,04/10/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
16413.0,Honolulu,HI,96819,453998.0,Corporation,,Asian,Male Owned,Veteran,,04/16/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
10070.0,Honolulu,HI,96815,424330.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,2.0,05/07/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
103000.0,Honolulu,HI,96817,621511.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,6.0,05/02/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
3300.0,Aiea,HI,96701,541519.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,0.0,05/14/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
3700.0,Kaneohe,HI,96744,812112.0,Sole Proprietorship,,Asian,Female Owned,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
5500.0,Haleiwa,HI,96712,238990.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,Central Pacific Bank,,HI-02
5000.0,Lihue,HI,96766,812112.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/01/2020,Gather FCU,Gather FCU,,HI-02
5700.0,Haleiwa,HI,96712,238140.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/11/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
30400.0,Haiku,HI,96708,238160.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,8.0,04/06/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
1600.0,Wailuku,HI,96793,722310.0,Sole Proprietorship,,Unanswered,Male Owned,Non-Veteran,1.0,06/16/2020,Customers Bank,Customers Bank,,HI-02
3888.0,Kailua Kona,HI,96740,453998.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,06/23/2020,Cross River Bank,Cross River Bank,,HI-02
20833.0,Wailuku,HI,96793,711510.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,0.0,05/14/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
19707.0,Honolulu,HI,96825,812930.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,4.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
30370.0,Aiea,HI,96701,722513.0,Limited Liability Company(LLC),,Unanswered,Female Owned,Non-Veteran,,04/13/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
66300.0,Aiea,HI,96701,541330.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,,04/14/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
1000.0,Haiku,HI,96708,621399.0,Self-Employed Individuals,,Unanswered,Unanswered,Unanswered,0.0,04/29/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-02
10100.0,Waipahu,HI,96797,541211.0,Limited Liability Company(LLC),,Unanswered,Female Owned,Unanswered,0.0,05/02/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
85000.0,Honolulu,HI,96814,451110.0,Corporation,,Unanswered,Unanswered,Unanswered,,04/16/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
35200.0,Wailuku,HI,96793,423440.0,Limited Liability Company(LLC),,Asian,Male Owned,Unanswered,3.0,04/05/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
4078.0,Honolulu,HI,96822,812111.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,05/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
12500.0,Honolulu,HI,96825,236118.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,04/15/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
17232.0,Wailuku,HI,96793,236118.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,4.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
9506.0,Pepeekeo,HI,96783,541213.0,Corporation,,Unanswered,Unanswered,Unanswered,2.0,05/09/2020,"Kabbage, Inc.",Kabbage,Inc.,HI-02
53600.0,Honolulu,HI,96816,722513.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,4.0,04/28/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
20833.0,Honolulu,HI,96816,531311.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,3.0,05/21/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
15000.0,Lihue,HI,96766,562998.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,04/10/2020,Gather FCU,Gather FCU,,HI-02
32785.0,Kapaa,HI,96746,713940.0,Limited Liability Company(LLC),,Unanswered,Male Owned,Non-Veteran,,04/14/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
4535.0,Hawi,HI,96719,722513.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,3.0,05/10/2020,Hawaii Community FCU,Hawaii Community FCU,,HI-02
85500.0,Honolulu,HI,96826,722513.0,Corporation,,Unanswered,Unanswered,Unanswered,12.0,04/06/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
41485.0,Haiku,HI,96708,314120.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,2.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
24375.0,Ewa Beach,HI,96706,524210.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,4.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
20800.0,Pukalani,HI,96788,722310.0,Self-Employed Individuals,,Unanswered,Unanswered,Non-Veteran,1.0,05/20/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
5900.0,Honolulu,HI,96817,561510.0,Corporation,,Asian,Male Owned,Non-Veteran,3.0,2020-04-30,Hawaii National Bank.,Hawaii National Bank,,HI-01
26247.5,Kula,HI,96790,541410.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,3.0,05/01/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
39200.0,Honolulu,HI,96816,621210.0,Corporation,,Unanswered,Unanswered,Unanswered,4.0,04/07/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
2500.0,Honolulu,HI,96816,541921.0,Corporation,,Unanswered,Unanswered,Unanswered,0.0,06/10/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
4800.0,Honolulu,HI,96821,541219.0,Self-Employed Individuals,,Unanswered,Unanswered,Unanswered,0.0,05/06/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
19220.0,Kailua Kona,HI,96734,611430.0,Corporation,,Unanswered,Unanswered,Unanswered,2.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
1000.0,Honolulu,HI,96816,445299.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,0.0,06/27/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-01
31600.0,Honolulu,HI,96815,451130.0,Sole Proprietorship,,Asian,Male Owned,Unanswered,2.0,04/29/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
7142.0,Honolulu,HI,96817,448150.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,06/05/2020,WebBank,WebBank,,HI-01
44400.0,Honolulu,HI,96848,813410.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,1.0,05/06/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
2140.0,Waipahu,HI,96797,711310.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/03/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
12000.0,Hawi,HI,96719,453220.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,4.0,04/10/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
16300.0,Waianae,HI,96792,445110.0,Corporation,,Unanswered,Unanswered,Unanswered,5.0,04/07/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
21400.0,Honolulu,HI,96817,236115.0,Corporation,,Unanswered,Unanswered,Unanswered,0.0,05/03/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
77400.0,Honolulu,HI,96817,561520.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,9.0,04/07/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
9500.0,Kaunakakai,HI,96748,531312.0,Partnership,,Unanswered,Unanswered,Unanswered,9.0,04/15/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
16800.0,Kamuela,HI,96743,238320.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,5.0,05/07/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
21875.0,Kula,HI,96790,523930.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,04/11/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
5400.0,Honolulu,HI,96817,722513.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/01/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
1200.0,Kilauea,HI,96754,561720.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/10/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
20410.0,Mililani,HI,96789,812990.0,Independent Contractors,,Unanswered,Unanswered,Unanswered,1.0,06/25/2020,WebBank,WebBank,,HI-01
20625.0,Honolulu,HI,96813,722511.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,9.0,04/27/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
9800.0,Waianae,HI,96792,532111.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
40250.0,Princeville,HI,96722,812990.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,2.0,05/01/2020,WebBank,WebBank,,HI-02
41700.0,Haleiwa,HI,96712,713990.0,Corporation,,Unanswered,Unanswered,Unanswered,7.0,04/07/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
54165.0,Honolulu,HI,96816,541110.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,04/10/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
25162.0,Keaau,HI,96749,722513.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,7.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
35200.0,Kahului,HI,96732,813110.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,22.0,04/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
30800.0,Honolulu,HI,96813,541511.0,Corporation,,Unanswered,Unanswered,Unanswered,2.0,04/09/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
23615.0,Haiku,HI,96708,236115.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,3.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
62500.0,Honolulu,HI,96815,923130.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,3.0,04/05/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
108500.0,Kapolei,HI,96707,321911.0,Corporation,,Unanswered,Unanswered,Unanswered,9.0,04/03/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
127800.0,Kailua Kona,HI,96734,621111.0,Corporation,,Unanswered,Unanswered,Unanswered,9.0,04/08/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
45200.0,Honolulu,HI,96814,339114.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,2.0,04/08/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
75700.0,Honolulu,HI,96814,561499.0,Corporation,,Unanswered,Unanswered,Unanswered,3.0,04/03/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
13280.0,Kaneohe,HI,96744,311811.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,Central Pacific Bank,,HI-02
2225.0,Kualapuu,HI,96757,541219.0,Self-Employed Individuals,,Unanswered,Unanswered,Unanswered,,05/16/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
95061.0,Kealakekua,HI,96750,112910.0,Corporation,,White,Male Owned,Non-Veteran,,06/02/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
23501.0,Hilo,HI,96721,236115.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,10.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
14600.0,Honolulu,HI,96817,611620.0,Corporation,,Unanswered,Unanswered,Unanswered,2.0,05/01/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
10000.0,Waipahu,HI,96797,323111.0,Limited Liability Company(LLC),,Asian,Male Owned,Non-Veteran,3.0,04/10/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
20240.0,Hilo,HI,96720,541618.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,2.0,2020-04-30,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
8105.0,Honolulu,HI,96817,812990.0,Limited Liability Company(LLC),,Unanswered,Female Owned,Unanswered,1.0,04/28/2020,HawaiiUSA FCU,HawaiiUSA FCU,,HI-01
7521.0,Honolulu,HI,96816,561110.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/19/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
20832.0,Kailua Kona,HI,96740,711510.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/07/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
10000.0,Hilo,HI,96721,111336.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,04/16/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
51875.0,Waianae,HI,96792,541110.0,Corporation,,Unanswered,Unanswered,Unanswered,6.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
33000.0,Lihue,HI,96766,453110.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,04/13/2020,Kaua'i Government Employees' FCU;,Kaua'i Government Employees' FCU,,HI-02
41300.0,Pearl City,HI,96782,561990.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,4.0,04/28/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
5300.0,Makawao,HI,96768,531210.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,05/03/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
55710.0,Honolulu,HI,96817,447110.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,14.0,04/07/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
119800.0,Lahaina,HI,96761,323113.0,Corporation,,White,Male Owned,Non-Veteran,16.0,04/09/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
6012.0,Hilo,HI,96720,442299.0,Sole Proprietorship,,Unanswered,Female Owned,Non-Veteran,3.0,04/28/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-02
58046.0,Honolulu,HI,96817,424490.0,Corporation,,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,Central Pacific Bank,,HI-01
4300.0,Honolulu,HI,96813,999990.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/29/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
5400.0,Honolulu,HI,96813,722511.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,2020-04-30,Central Pacific Bank,Central Pacific Bank,,HI-01
8432.0,Kaneohe,HI,96744,561720.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,5.0,05/05/2020,WebBank,WebBank,,HI-02
17500.0,Hilo,HI,96720,621112.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/15/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
7200.0,Keaau,HI,96749,711510.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/12/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-02
15000.0,Pearl City,HI,96782,531210.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,05/26/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
27200.0,Honolulu,HI,96826,541490.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,04/05/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
24000.0,Honolulu,HI,96819,811310.0,Corporation,,Unanswered,Male Owned,Non-Veteran,,04/15/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
2535.0,Hilo,HI,96720,624410.0,Sole Proprietorship,,Unanswered,Female Owned,Unanswered,1.0,06/04/2020,HawaiiUSA FCU,HawaiiUSA FCU,,HI-02
2923.05,Honolulu,HI,96814,812113.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,0.0,05/20/2020,Celtic Bank Corporation,Celtic Bank Corporation,,HI-01
13092.0,Honolulu,HI,96837,541990.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,,06/19/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
11660.0,Kilauea,HI,96754,236115.0,Corporation,,Unanswered,Unanswered,Unanswered,3.0,04/27/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
8100.0,Kihei,HI,96753,561520.0,Corporation,,Unanswered,Unanswered,Unanswered,1.0,04/10/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
51262.5,Honolulu,HI,96819,541519.0,Corporation,,Unanswered,Unanswered,Unanswered,4.0,04/27/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
47500.0,Ewa Beach,HI,96706,337110.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,4.0,04/16/2020,Central Pacific Bank,Central Pacific Bank,,HI-01
2115.0,Honolulu,HI,96819,561520.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,05/07/2020,Bank of Hawaii,Bank of Hawaii,,HI-01
4167.0,Lahaina,HI,96761,237990.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,05/12/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
64600.0,Honolulu,HI,96813,541213.0,Limited Liability Company(LLC),,Asian,Female Owned,Non-Veteran,5.0,04/05/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
14233.0,Kahului,HI,96732,238350.0,Corporation,,Unanswered,Unanswered,Unanswered,0.0,05/04/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
24455.0,Kihei,HI,96753,531320.0,Limited Liability Company(LLC),,Unanswered,Unanswered,Unanswered,1.0,04/06/2020,Bank of Hawaii,Bank of Hawaii,,HI-02
27400.0,Kilauea,HI,96754,453220.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,3.0,04/05/2020,Central Pacific Bank,Central Pacific Bank,,HI-02
10297.0,Hanalei,HI,96714,721199.0,Sole Proprietorship,,Unanswered,Unanswered,Unanswered,1.0,05/01/2020,"Bank of America, National Association",Bank of America,National Association,HI-02
90695.0,Kihei,HI,96753,339113.0,Subchapter S Corporation,,Unanswered,Unanswered,Unanswered,7.0,04/28/2020,Intuit Financing Inc.,Intuit Financing Inc,,HI-02
33500.0,Honolulu,HI,96817,722515.0,Corporation,,Unanswered,Unanswered,Unanswered,4.0,04/29/2020,FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,,HI-01
38900.0,Honolulu,HI,96814,813110.0,Non-Profit Organization,Y,Unanswered,Unanswered,Unanswered,5.0,04/12/2020,"American Savings Bank, FSB",American Savings Bank,FSB,HI-01
